publication_number,patent_citation,publication_date,assignee,title
EP1911670A1,0,0,0,0
EP2180957A1,0,0,0,See references of WO2007126315A1
EP1990631A1,0,0,0,"C. XIE ET AL.: ""Identification of Single Bacterial Cells in Aqueous Solution Using Confocal Laser Tweezers Raman Spectroscopy"", ANALYTICAL CHEMISTRY, vol. 77, no. 14, 15 July 2005 (2005-07-15), pages 4390 - 4397, XP002454025"
EP1995604A1,0,0,0,"CORY D G: ""NEW APPROACHES TO NMR IMAGING IN A ROTATING FIELD GRADIENT"", JOURNAL OF MAGNETIC RESONANCE, ACADEMIC PRESS, ORLANDO, FL, US, vol. 82, no. 2, 1 April 1989 (1989-04-01), pages 337 - 341, XP000008794, ISSN: 1090-7807"
EP1995604A1,0,0,0,"D. POTTS; G. STEIDL; M. TASCHE: ""Modem Sampling Theory: Mathematics and Applications"", 2001, article ""Fast Fourier transforms for nonequispaced data"", pages: 217 - 270"
EP1995604A1,0,0,0,"G. G. MARESH; M. MEHRING; S. EMID, PHYSICA, vol. 138B, 1986, pages 261"
EP1995604A1,0,0,0,"I.SHENBERG ET AL.: ""A Direct MRI Hankel Transform System Using Rotating Gradients"", IEEE TRANS.MED.IMAG., vol. MI-5, 1986, pages 121 - 127, XP009086493"
EP1995604A1,0,0,0,"OHNO K ET AL: ""ELECTRON PARAMAGNETIC RESONANCE IMAGING USING MAGNETIC-FIELD-GRADIENT SPINNING"", JOURNAL OF MAGNETIC RESONANCE, ACADEMIC PRESS, ORLANDO, FL, US, vol. 143, no. 2, April 2000 (2000-04-01), pages 274 - 279, XP000924110, ISSN: 1090-7807"
EP1995604A1,0,0,0,"P. TOFT: ""Ph. D. thesis Department of Mathematical Modelling, Technical University of Denmark"", THE RADON TRANSFORM - THEORY AND IMPLEMENTATION, 1996"
EP1995604A1,0,0,0,"R.R.ERNST ET AL.: ""Principles of Nuclear Magnetic Resonance in One and Two Dimensions"", 1991, CLARENDON PRESS, OXFORD, XP002441987"
EP1995604A1,0,0,0,"S. EMID, PHYSICA, vol. 128B, 1985, pages 79 - 80"
EP1995604A1,0,0,0,"S. EMID; J. H. N. CREYGHTON: ""High Resolution NMR Imaging in Solds"", PHYSICA, vol. 128B, 1985, pages 81 - 83, XP024482126, DOI: doi:10.1016/0378-4363(85)90087-7"
EP1995604A1,0,0,0,"S. KUNIS; D. POTSS: ""Softwarepackage, C subroutine library"", NFFT, 2002, Retrieved from the Internet <URL:http://www.tu-chemnitz.de/potts/nfft>"
EP1995604B1,0,0,0,0
EP2064294A2,0,0,0,See references of WO2008035975A3
EP1992905A1,0,0,0,0
EP2016522A2,0,0,0,"PHILIPS ET AL: ""Domain Enhancements ; OMA-DLDRM-2005-0097R01-Domain-Enhancements"", 4 April 2005 (2005-04-04), pages 1 - 8, XP064074518, Retrieved from the Internet <URL:ftp/Public_documents/DRM/2005/> [retrieved on 20050413]"
EP1818977A2,0,0,0,"CHOI YANG-KYU ET AL:  ""A SPACER PATTERNING TECHNOLOGY FOR NANOSCALE CMOS"" IEEE TRANSACTIONS ON ELECTRON DEVICES, IEEE SERVICE CENTER, PISACATAWAY, NJ, US, vol. 49, no. 3, March 2002 (2002-03), pages 436-441, XP002437709 ISSN: 0018-9383"
EP1818977A2,0,0,0,"J.P.LONG ET AL.:  ""Edge Defined Lithography for Nano-scale III-N Field Effect Transistors"" THE INTERNATIONAL CONFERENCE ON COMPOUND SEMICONDUCTOR MANUFACTURING TECHNOLOGY 2005 ON-LINE DIGEST, no. 14.22, 2005, XP002437708"
EP1843274A2,0,0,0,0
EP1862606A1,0,0,0,0
EP1918474A1,0,0,0,0
EP1930674A1,0,0,0,0
EP1939391A3,0,0,0,0
EP1956541A1,0,0,0,0
EP1956776A3,0,0,0,0
EP1956777A2,0,0,0,0
EP1956816A1,0,0,0,0
EP1967384B1,0,0,0,0
EP1967780A1,0,0,0,0
EP1967780B1,0,0,0,0
EP1975924A1,0,0,0,"HOENE C ET AL: ""Calculation of speech quality by aggregating the impacts of individual frame losses"", QUALITY OF SERVICE - IWQOS 2005. 13TH INTERNATIONAL WORKSHOP, IWQOS 2005. PROCEEDINGS (LECTURE NOTES IN COMPUTER SCIENCE VOL. 3552) SPRINGER-VERLAG BERLIN, GERMANY, 2005, pages 136 - 150, XP002443924, ISBN: 3-540-26294-6"
EP1975924A1,0,0,0,"S. VORAN: ""Perception of temporal discontinuity impairments in coded speech - a proposal for objective estimators and some subjective test results"", PROC. OF THE 2ND INT. CONF. ON MEASUREMENT OF SPEECH AND AUDIO QUALITY IN NETWORKS, May 2003 (2003-05-01), Prague, Czech Republic, XP002443925"
EP1994686B1,0,0,0,0
EP1999747B1,0,0,0,0
EP2004850A2,0,0,0,See references of WO2007102736A3
EP2005070A1,0,0,0,See references of WO2007105948A1
EP2005070B1,0,0,0,None
EP2019535A1,0,0,0,0
EP2020219A1,0,0,0,0
EP2025007A1,0,0,0,See references of WO2007142515A1
EP2025630A1,0,0,0,0
EP2053822A1,0,0,0,"BALDI ET AL: ""A scalable solution for engineering streaming traffic in the future Internet"", COMPUTER NETWORKS, ELSEVIER SCIENCE PUBLISHERS B.V., AMSTERDAM, NL, vol. 51, no. 14, 31 July 2007 (2007-07-31), pages 4092 - 4111, XP022182444, ISSN: 1389-1286"
EP2053921A2,0,0,0,See references of WO2008009657A2
EP2053921B1,0,0,0,0
EP2054860A1,0,0,0,See references of WO2008018029A1
EP2073515A1,0,0,0,"N. SAXENA: ""Secure device pairing based on a visual channel"", IEEE COMPUTER SOCIETY, 2006, XP002482021, Retrieved from the Internet <URL:http://ieeexplore.ieee.org/iel5/10812/34091/01624021.pdf> [retrieved on 20080528]"
EP2073515A1,0,0,0,"SORIENTE C: ""HAPADEP:Human-Assisted Pure audio device pairing"", 12 March 2007 (2007-03-12), XP002482020, Retrieved from the Internet <URL:http://eprint.iac.org/2007/93.pdf> [retrieved on 20080528]"
EP2073532A1,0,0,0,0
EP2073551A1,0,0,0,0
EP2073938A1,0,0,0,See references of WO2008041860A1
EP2076090A1,0,0,0,0
EP2091319B1,0,0,0,0
EP2097585A1,0,0,0,None
EP2097585A1,0,0,0,See also references of WO2008077617A1
EP2099871A1,0,0,0,See references of WO2008061962A1
EP2104419A1,0,0,0,See references of WO2008088208A1
EP2357627B1,0,0,0,0
EP1818480A2,0,0,0,0
EP1818977A3,0,0,0,"CHOI YANG-KYU ET AL: ""A SPACER PATTERNING TECHNOLOGY FOR NANOSCALE CMOS"", IEEE TRANSACTIONS ON ELECTRON DEVICES, IEEE SERVICE CENTER, PISACATAWAY, NJ, US, vol. 49, no. 3, March 2002 (2002-03-01), pages 436 - 441, XP002437709, ISSN: 0018-9383"
EP1818977A3,0,0,0,"J.P.LONG ET AL.: ""Edge Defined Lithography for Nano-scale III-N Field Effect Transistors"", THE INTERNATIONAL CONFERENCE ON COMPOUND SEMICONDUCTOR MANUFACTURING TECHNOLOGY 2005 ON-LINE DIGEST, no. 14.22, 2005, XP002437708"
EP1914583A3,0,0,0,"HAYS P B ET AL: ""MULTIPLEX FABRY-PEROT INTERFEROMETER"", APPLIED OPTICS, OPTICAL SOCIETY OF AMERICA, WASHINGTON, DC; US, vol. 30, no. 22, 1 August 1991 (1991-08-01), pages 3108 - 3113, XP000216512, ISSN: 0003-6935, DOI: 10.1364/AO.30.003108"
EP1918490A2,0,0,0,0
EP1939391A2,0,0,0,0
EP1956776B1,0,0,0,0
EP1956777B1,0,0,0,0
EP1956778A2,0,0,0,0
EP1967384A1,0,0,0,0
EP2012603A1,0,0,0,See references of WO2007117144A1
EP2016894A1,0,0,0,"M UNGUREANU ET AL: ""Fetal ECG extraction during labor using an adaptive maternal beat subtraction technique"", BIOMEDIZINISCHE TECHNIK, vol. 52, no. 1, February 2007 (2007-02-01), pages 56 - 60, XP001537747"
EP2016894A1,0,0,0,"RIK VULLINGS ET AL: ""Maternal ECG removal from non-invasive fetal ECG recordings"", ENGINEERING IN MEDICINE AND BIOLOGY SOCIETY, 2006. EMBS '06. 28TH ANNUAL INTERNATIONAL CONFERENCE OF THE IEEE, IEEE, PI, August 2006 (2006-08-01), pages 1394 - 1397, XP031029011, ISBN: 1-4244-0032-5"
EP2016894A1,0,0,0,"UNGUREANU ET AL: ""Basic Aspects Concerning the Event-Synchronous Interference Canceller"", IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING, IEEE SERVICE CENTER, PISCATAWAY, NJ, US, vol. 53, no. 11, November 2006 (2006-11-01), pages 2240 - 2247, XP011149487, ISSN: 0018-9294"
EP2017218A1,0,0,0,0
EP2020219B1,0,0,0,0
EP2024182A1,0,0,0,See references of WO2007135595A1
EP2025630B1,0,0,0,0
EP2042082A1,0,0,0,"AMELINK, A AND STERENBORG, H.J.C.M.: ""In vivo measurement of the local optical properties of tissue by use of differential path-length spectroscopy"", OPTICIS LETTERS, vol. 29, no. 10, 15 May 2004 (2004-05-15), pages 1087 - 1089, XP002470841"
EP2046981A2,0,0,0,See references of WO2008007959A2
EP2046981B1,0,0,0,0
EP2048657A1,0,0,0,"APPEL R ET AL: ""ON THE QUALITY OF HEARING ONE'S OWN VOICE"", JOURNAL OF THE AUDIO ENGINEERING SOCIETY, AUDIO ENGINEERING SOCIETY, NEW YORK, NY, US, vol. 50, no. 4, April 2002 (2002-04-01), pages 237 - 248, XP001130079, ISSN: 1549-4950"
EP2048657A1,0,0,0,"BEERENDS J G ET AL: ""PERCEPTUAL EVALUATION OF SPEECH QUALITY (PESQ) THE NEW ITU STANDARD FOR END-TO-END SPEECH QUALITY ASSESSMENT PART II-PSYCHOACOUSTIC MODEL"", JOURNAL OF THE AUDIO ENGINEERING SOCIETY, AUDIO ENGINEERING SOCIETY, NEW YORK, NY, US, vol. 50, no. 10, October 2002 (2002-10-01), pages 765 - 778, XP001245918, ISSN: 1549-4950"
EP2048657B1,0,0,0,0
EP2051472A1,0,0,0,0
EP2066054A1,0,0,0,0
EP2068952A2,0,0,0,See references of WO2008041846A3
EP2074048A1,0,0,0,See references of WO2008023975A1
EP2080024B1,0,0,0,0
EP2081589A2,0,0,0,See references of WO2008059041A2
EP2082289A2,0,0,0,None
EP2084270A2,0,0,0,See references of WO2008040731A2
EP2095044A2,0,0,0,See references of WO2008069667A2
EP2097063A2,0,0,0,See references of WO2008061963A2
EP2099871B1,0,0,0,0
EP2102081A2,0,0,0,See references of WO2008079010A2
EP2104419B1,0,0,0,0
EP2121972B1,0,0,0,0
EP2132444A2,0,0,0,See references of WO2008060147A2
EP2437257A1,0,0,0,"""Concepts of Object-Oriented Spatial Audio Coding"", VIDEO STANDARDS AND DRAFTS, XX, XX, no. W8329, 21 July 2006 (2006-07-21), XP030014821"
EP2437257A1,0,0,0,"ANONYMOUS: ""WD on ISO/IEC 23003-2:200x, SAOC text and reference software"", 82. MPEG MEETING;22-10-2007 - 26-10-2007; SHENZHEN; (MOTION PICTUREEXPERT GROUP OR ISO/IEC JTC1/SC29/WG11),, no. N9517, 29 November 2007 (2007-11-29), XP030016012, ISSN: 0000-0044"
EP2437257A1,0,0,0,"JONAS ENGDEG NOT ARD ET AL: ""CT/Fraunhofer IIS/Philips Submission to the SAOC CfP"", 81. MPEG MEETING; 2.6.2007 - 6.6.2007; LAUSANNE; (MOTION PICTUREEXPERT GROUP OR ISO/IEC JTC1/SC29/WG11),, no. M14696, 27 June 2007 (2007-06-27), XP030043316, ISSN: 0000-0144"
EP2437257B1,0,0,0,None
EP2505523B1,0,0,0,None
EP2505524A1,0,0,0,0
EP1820910A2,0,0,0,No Search
EP1820910A3,0,0,0,No Search
EP1843274A3,0,0,0,0
EP1843274B1,0,0,0,"""DRM Architecture version 2.0"", OMA, 3 March 2006 (2006-03-03), pages 1 - 24, XP055503281"
EP1843274B1,0,0,0,"""DRM Content Format"", OMA, 3 March 2006 (2006-03-03), pages 1 - 35, XP055503294"
EP1843274B1,0,0,0,"""DRM Requirements"", OMA, 3 March 2006 (2006-03-03), pages 1 - 22, XP055503298"
EP1843274B1,0,0,0,"""DRM Rights Expression Language"", OMA, 3 March 2006 (2006-03-03), pages 1 - 53, XP055503283"
EP1843274B1,0,0,0,"""DRM Specification"", OMA, 3 March 2006 (2006-03-03), pages 1 - 142, XP055503289"
