publication_number,patent_citation,publication_date,assignee,title
EP1843274B1,0,0,0,"""Enabler Release Definition for DRM V2.0"", OMA, 3 March 2006 (2006-03-03), pages 1 - 14, XP055503302"
EP1843274B1,0,0,0,"KOSTER P ET AL.: ""Identity based DRM: Personal entertainment domain"", INLFIP INTERNATIONAL CONFERENCE ON COMMUNICATIONS AND MULTIMEDIA SECURITY, 19 September 2005 (2005-09-19), pages 42 - 54, XP019018480"
EP1843274B1,0,0,0,"VAN TILBORG, ENCYCLOPEDIA OF CRYPTOGRAPHY AND SECURITY, 2005, pages 1 - 690"
EP1894833A1,0,0,0,0
EP1914583A2,0,0,0,0
EP1918490A3,0,0,0,0
EP1927539A2,0,0,0,0
EP1927539A3,0,0,0,0
EP1956775A1,0,0,0,0
EP1956776A2,0,0,0,0
EP1956777A3,0,0,0,0
EP1956778A3,0,0,0,0
EP1956817A1,0,0,0,0
EP1967780B8,0,0,0,0
EP1980833A1,0,0,0,0
EP1987045A1,0,0,0,See references of WO2007086745A1
EP1991216A1,0,0,0,See references of WO2007089150A1
EP1993471A1,0,0,0,None
EP1993471A1,0,0,0,See also references of WO2007102729A1
EP2017253A1,0,0,0,"DATABASE CA [online] CHEMICAL ABSTRACTS SERVICE, COLUMBUS, OHIO, US; MARTYNENKO, L. I. ET AL MARTYNENKO, L. I. ET AL: ""Preparation of volatile rare earth element tris(acetylacetonates) by the heating of their hydrates Preparation of volatile rare earth element tris(acetylacetonates) by the heating of their hydrates"", XP002459971, retrieved from STN Database accession no. 1984:482993"
EP2017253A1,0,0,0,"DATABASE CA [online] CHEMICAL ABSTRACTS SERVICE, COLUMBUS, OHIO, US; PRZYSTAL, JANICE K. ET AL PRZYSTAL, JANICE K. ET AL: ""Preparation and characterization of some anhydrous rare earth trisacetylacetonates Preparation and characterization of some anhydrous rare earth trisacetylacetonates"", XP002459972, retrieved from STN Database accession no. 1971:134286"
EP2017253A1,0,0,0,"DATABASE CA [online] CHEMICAL ABSTRACTS SERVICE, COLUMBUS, OHIO, US; TSUNASHIMA, MAKOTO ET AL: ""Compositions for film or powder formation of rare earth metal oxides"", XP002459970, retrieved from STN Database accession no. 1989:556974"
EP2017253A1,0,0,0,"DAVYATYKH ET AL: ""Mass-spectrometirc Study of Tris-(cyclopentadienyl)-compounds of the Rare Earth Elements"", RUSS. J. INORG. CHEM., vol. 19, 1974, pages 496 - 499, XP008086197"
EP2017253A1,0,0,0,"FRANK NIJSEN: ""Radioactive holmium poly(L-lactic acid) microspheres for treatment of liver malignancies-Polymelkzuur microsferen met radioactief holmium voor de behandeling van lever maligniteiten"", INTERNET CITATION, April 2001 (2001-04-01), XP007901653, Retrieved from the Internet <URL:http://igitur-archive.library.uu.nl/dissertations/1953758/full.pdf> [retrieved on 20070205]"
EP2017253A1,0,0,0,"IZVESTIYA AKADEMII NAUK SSSR, SERIYA KHIMICHESKAYA , (6), 1207-11 CODEN: IASKA6; ISSN: 0002-3353 IZVESTIYA AKADEMII NAUK SSSR, SERIYA KHIMICHESKAYA , (6), 1207-11 CODEN: IASKA6; ISSN: 0002-3353, 1984"
EP2017253A1,0,0,0,"JOURNAL OF INORGANIC AND NUCLEAR CHEMISTRY , 33(3), 679-89 CODEN: JINCAO; ISSN: 0022-1902 JOURNAL OF INORGANIC AND NUCLEAR CHEMISTRY , 33(3), 679-89 CODEN: JINCAO; ISSN: 0022-1902, 1971"
EP2017253A1,0,0,0,"MV LABORATORIES, INC.: ""High-Purity Inorganic Compounds > Holmium"", INTERNET ARTICLE, 2004, XP002459969, Retrieved from the Internet <URL:http://www.mvlaboratories.com/products/product_searchresults.asp?symbol=Ho> [retrieved on 20071127]"
EP2017253A1,0,0,0,"SANDER WILHELM ZIELHUIS: ""Lanthanide bearing radioactive particles for cancer therapy and multimodality imaging"", 2006, UNIVERSITEIT UTRECHT, UTRECHT, XP002459848"
EP2017253A1,0,0,0,"SOLTEC VENTURES: ""Metal beta Diketonates M - Acetylacetonate ACAC"", INTERNET ARTICLE, 2005, XP002459847, Retrieved from the Internet <URL:http://www.rareearthproducts.com/products/acac.htm> [retrieved on 20071126]"
EP2017253A1,0,0,0,"UKAJI ET AL: ""Stereoselective Syntheses of Carbon Homologated Vinylsilanes and Desilylated Olefins from ?,?-Epoxy Silanes Using Organolithium and Organolanthanoid Reagents"", CHEM. LETT., 1990, pages 157 - 160, XP008086198"
EP2018032A1,0,0,0,0
EP2048107A1,0,0,0,0
EP2051495A1,0,0,0,"""WCDMA for UMTS"", 2001"
