publication_number,patent_citation,publication_date,assignee,title
EP3796089A1,0,0,0,0
EP3751342A1,0,0,0,"YICHEN WU ET AL: ""Extended depth-of-field in holographic image reconstruction using deep learning based auto-focusing and phase-recovery"", ARXIV.ORG, CORNELL UNIVERSITY LIBRARY, 201 OLIN LIBRARY CORNELL UNIVERSITY ITHACA, NY 14853, 21 March 2018 (2018-03-21), XP081224518, DOI: 10.1364/OPTICA.5.000704"
EP3839635A1,0,0,0,"PEDRINI G ET AL: ""Quantitative evaluation of two-dimensional dynamic deformations using digital holography"", OPTICS AND LASER TECHNOLOGY, ELSEVIER SCIENCE PUBLISHERS BV., AMSTERDAM, NL, vol. 29, no. 5, 1 July 1997 (1997-07-01), pages 249 - 256, XP004090206, ISSN: 0030-3992, DOI: 10.1016/S0030-3992(97)00004-2"
EP3561394A3,0,0,0,0
EP3561394A2,0,0,0,0
EP3811945A1,0,0,0,"BASU, R.Y. QIANJ.J. KOPCHICK: ""MECHANISMS IN ENDOCRINOLOGY: Lessons from growth hormone receptor gene disrupted mice: Are there benefits of endocrine defects?"", EUR J ENDOCRINOL, 2018"
EP3811945A1,0,0,0,"BUCHMAN, M.S. BELLJ.J. KOPCHICK: ""Growth Hormone Discovery and Structure"", PEDIATR ENDOCRINOL REV., vol. 16, 2018, pages 2 - 10"
EP3811945A1,0,0,0,"CHHABRA, Y.WATERS, M.J.BROOKS, A.J.: ""Role of the growth hormone-IGF-1 axis in cancer"", EXPERT. REV.ENDOCRINOL. METAB., 2011, pages 71 - 84, XP009167646, DOI: 10.1586/eem.10.73"
EP3811945A1,0,0,0,"CHRISTGEN, M.P. DERKSEN: ""Lobular breast cancer: molecular basis, mouse and cellular models"", BREAST CANCER RES., vol. 17, 2015, pages 16, XP021213340, DOI: 10.1186/s13058-015-0517-z"
EP3811945A1,0,0,0,"DEHKHODA, F.C.M.M. LEEJ. MEDINAA.J. BROOKS: ""The Growth Hormone Receptor: Mechanism of Receptor Activation, Cell Signaling, and Physiological Aspects"", FRONTIERS IN ENDOCRINOLOGY, vol. 9, 2018, pages 35"
